parameter,true_value,n_requested,n_success,success_rate,mean_estimate,median_estimate,empirical_sd,mcse_mean,bias,relative_bias,rmse,mean_estimated_se,se_bias,se_relative_bias,se_rmse,mc_lower,mc_upper,mc_q25,mc_q75,empirical_interval_excludes_zero
b_e_0,0.6931471805599453,500,500,1,0.6915630916649165,0.6920603148557607,0.03352808335431942,0.0014994214707107479,-0.0015840888950288349,-0.002285357193185378,0.03353197647462369,0.034167697988828565,6.396146345091433e-4,0.019076981757346467,0.0021368946381741427,0.6247128822842163,0.7528529233880921,0.6695810279120153,0.7153161132486019,TRUE
b_e_1,0.1,500,500,1,0.10261388310042138,0.10260235522982367,0.01729381102712513,7.73402740933745e-4,0.0026138831004213796,0.026138831004213794,0.017473126019831125,0.01678774474402776,-5.060662830973714e-4,-0.029262854919809903,0.0020952812420085205,0.06966556215716098,0.13862648053226234,0.09068003166030092,0.11342384318249896,TRUE
b_e_2,0,500,500,1,-0.0011258191748497212,-6.959197753133268e-4,0.009022700410690976,4.035074291784058e-4,-0.0011258191748497212,,0.00908370922421784,0.00866186497967431,-3.608354310166654e-4,-0.03999195524536228,0.001648458790944831,-0.020341535514480806,0.01428582010285303,-0.007035293502503673,0.005385037670331607,FALSE
b_e_3,0,500,500,1,1.1280886855442007e-4,6.929383103421413e-5,0.0014988991594742191,6.703280824003304e-5,1.1280886855442007e-4,,0.001501642811628819,0.0015197823942532365,2.0883234779017377e-5,0.013932381406059869,2.231532128040719e-4,-0.0026422993194119963,0.003326608744724697,-9.082203065725192e-4,9.676957101216517e-4,FALSE
g_e_1,0,500,500,1,-7.730239630049045e-4,-3.549624613880606e-4,0.018220023018118953,8.148242004024971e-4,-7.730239630049045e-4,,0.018218201512514968,0.018690476599232713,4.7045358111376043e-4,0.025820690821626108,7.110738699617228e-4,-0.03720487212896513,0.03439659114972451,-0.012209071374513322,0.011420326982763334,FALSE
mean_y,5,500,500,1,4.996916200496225,4.995546823111048,0.059105948206489,0.0026432983612858234,-0.003083799503775243,-6.167599007550486e-4,0.059127285634813884,0.06140879999497759,0.0023028517884885955,0.03896142196117877,0.002412754435812362,4.88131053279292,5.115195682769082,4.955851473118328,5.035737552996365,TRUE
b_mean_1,0,500,500,1,-7.544949032276525e-4,-0.0015635655360863295,0.025179193081486254,0.0011260477469759132,-7.544949032276525e-4,,0.02516531428902274,0.025926709354076014,7.475162725897599e-4,0.02968785656357643,7.8262103956036e-4,-0.04621049690396395,0.0535372072510602,-0.018074315969435487,0.014540404101243621,FALSE
b_mean_2,0,500,500,1,-7.256180419203173e-6,5.059763654799211e-5,0.007321185756876419,3.2741338056557843e-4,-7.256180419203173e-6,,0.0073138645063380164,0.007457090306173768,1.3590454929734899e-4,0.018563188233504488,3.1916110154958145e-4,-0.014172976808014083,0.014283235353113643,-0.00472398672756539,0.004806753704669677,FALSE
b_mean_3,0,500,500,1,1.3007785771762705e-4,1.8146353618696373e-4,0.001995247723053022,8.923019081396462e-5,1.3007785771762705e-4,,0.0019974913512864024,0.00204415869185841,4.891096880538801e-5,0.024513732425438906,7.246753981845903e-5,-0.0035921292738240454,0.004042750614082738,-0.0011878744047082576,0.001408273603640613,FALSE
g_mean_1,0,500,500,1,-0.0011799556467472737,-0.0026510521678441,0.04958786639403744,0.0022176368023249017,-0.0011799556467472737,,0.04955230444544606,0.04886152837983159,-7.263380142058518e-4,-0.014647494780964972,8.012931688497209e-4,-0.10145657693341673,0.09806612526769878,-0.03453592284874771,0.03185341950084082,FALSE
